Gender,Marital_Status,Dependents,Employment_Type,Education_Level,Annual_Income,Monthly_Expenses,Business_Income,Job_Stability_Years,Existing_EMI,Loan_Type,Loan_Amount,Property_Value,Document_Status,Bank_Balance,Savings_Balance,Eligibility_Status
male,married,0,private,graduate,541200,9533,213202,8,145439,home,1176379,7092004,verified,46177,74074,Fully Eligible
female,single,1,private,graduate,937445,19269,10582,6,18753,car,1761752,8585413,verified,149174,91296,Fully Eligible
male,single,2,self-employed,graduate,645424,10255,449894,8,30779,business,904020,2408872,verified,136130,65317,Fully Eligible
female,married,3,government,graduate,1192555,20355,366952,9,36538,car,214389,702159,verified,174892,57247,Fully Eligible
female,married,2,private,postgraduate,609950,12148,441674,6,174284,business,1893999,8219245,verified,138685,22810,Fully Eligible
female,single,0,private,graduate,1493372,32665,121242,14,296003,business,767851,3531244,verified,202743,109805,Fully Eligible
male,married,1,private,graduate,1443259,27889,486134,6,89919,education,743824,2094407,verified,352359,59718,Fully Eligible
male,married,0,self-employed,graduate,1252414,30840,242171,2,111594,personal,746672,2318637,verified,68858,52568,Fully Eligible
male,married,2,self-employed,graduate,2278576,50121,483559,9,111925,car,436434,1663231,verified,474432,327817,Fully Eligible
female,married,1,private,graduate,2339225,49792,148259,8,255614,home,710236,4746701,verified,448129,89264,Fully Eligible
male,single,0,self-employed,postgraduate,660741,14812,320681,5,225949,home,1769843,6275854,verified,113789,54662,Fully Eligible
female,single,2,self-employed,graduate,1323689,17234,322963,10,17261,personal,103043,374455,verified,144574,159802,Fully Eligible
male,married,0,government,graduate,1946123,30231,123113,3,225879,home,1585811,7885642,verified,335011,124848,Fully Eligible
female,single,3,private,graduate,2204815,39115,215559,9,137584,car,1520853,10581103,unverified,372424,197855,Fully Eligible
male,married,1,private,non-graduate,1395629,22385,280675,11,218677,home,970203,4987753,verified,111483,102164,Fully Eligible
male,single,1,private,graduate,2160997,48530,301308,10,256802,car,1617099,4684396,unverified,488318,249819,Fully Eligible
male,single,1,government,postgraduate,1311033,11516,452915,14,94019,business,1461228,5015220,verified,205731,135267,Fully Eligible
female,single,3,self-employed,graduate,620296,7331,80665,13,296473,education,894344,6062760,verified,42062,41600,Fully Eligible
female,married,1,private,postgraduate,998229,22987,469794,7,173143,personal,1311420,9027538,verified,128086,105612,Fully Eligible
male,single,3,private,graduate,519200,4838,67259,13,51306,personal,916810,5938423,unverified,48443,15768,Fully Eligible
male,married,1,private,non-graduate,488601,5920,127362,9,278731,home,1159748,6041330,verified,40908,54001,Fully Eligible
female,single,0,private,postgraduate,471015,6682,443514,13,283204,car,1013468,4758996,unverified,112701,58314,Fully Eligible
female,single,0,private,postgraduate,659943,13756,106627,14,284607,education,366170,1406501,verified,122067,20343,Fully Eligible
female,single,0,private,graduate,1331626,23529,474347,7,113632,home,1635036,8565906,verified,146900,145520,Fully Eligible
male,married,0,private,postgraduate,2487639,60308,88284,12,95080,education,518631,3067237,verified,461880,238740,Fully Eligible
female,single,3,self-employed,postgraduate,1811262,21972,108605,8,111559,car,772787,4247447,unverified,381466,115821,Fully Eligible
male,single,2,private,graduate,2001000,45760,222015,14,74261,home,1989195,7216372,verified,226886,107566,Fully Eligible
female,single,2,private,graduate,991462,12937,28337,10,179403,home,1832663,12857088,verified,244854,143655,Fully Eligible
male,single,0,private,postgraduate,1774245,22044,246491,14,280840,education,1263951,5627323,unverified,401494,155765,Fully Eligible
female,married,2,self-employed,graduate,1134257,18873,336274,5,212021,home,1842153,12755919,verified,237543,96359,Fully Eligible
female,married,2,private,postgraduate,1563666,14886,481450,10,44908,education,436782,1959946,verified,301865,205767,Fully Eligible
female,single,1,government,graduate,714218,10526,431579,10,281186,car,1704344,4588559,unverified,41244,54227,Fully Eligible
female,married,3,private,graduate,2384772,34009,206417,14,93606,education,289879,1794284,verified,129924,302111,Fully Eligible
female,married,0,government,postgraduate,651736,7170,225293,6,151771,car,1350487,9589397,verified,54070,63938,Fully Eligible
male,single,2,government,graduate,1247389,28290,442346,12,246279,car,1168077,4408089,verified,291122,68974,Fully Eligible
female,married,2,private,non-graduate,1650359,24367,269,8,97178,business,1398872,7291502,verified,154253,118975,Fully Eligible
female,married,0,government,non-graduate,1888509,46643,78901,14,230852,education,965324,6311378,verified,359245,61869,Fully Eligible
female,single,1,private,postgraduate,1754229,40923,318876,14,45679,personal,230511,946345,verified,431505,145235,Fully Eligible
male,single,0,private,postgraduate,2058021,23832,83074,7,71391,business,1396937,5491183,verified,488687,293055,Fully Eligible
female,married,1,private,non-graduate,971581,16275,318311,1,24575,business,1225821,5584014,verified,126363,102827,Fully Eligible
male,married,2,private,graduate,306905,5635,96004,10,225492,education,1805991,9486643,verified,57152,30491,Fully Eligible
female,single,3,self-employed,postgraduate,1267356,27859,286428,4,243337,business,1734131,9126152,unverified,255827,170281,Fully Eligible
female,single,1,self-employed,graduate,540521,12482,32744,13,177001,business,1312429,6472606,unverified,86431,24141,Fully Eligible
male,single,1,private,graduate,391695,7337,415236,8,225727,home,149945,989890,verified,60558,49184,Fully Eligible
female,married,0,private,graduate,1663097,14833,399988,11,118835,car,626437,2045062,verified,157495,189108,Fully Eligible
male,married,2,private,postgraduate,2337173,38223,493868,9,281230,personal,473236,1384597,verified,432800,218609,Fully Eligible
male,married,3,self-employed,graduate,417831,9643,445119,6,58921,education,375752,1256067,verified,45443,31845,Fully Eligible
female,single,0,private,graduate,1751461,35440,239551,11,161123,home,718220,4323701,verified,195675,59996,Fully Eligible
male,married,0,government,postgraduate,1824536,41664,432042,4,1631,personal,596668,1924984,verified,188184,190048,Fully Eligible
female,married,3,private,graduate,836725,16373,332202,2,223570,personal,1614174,6640920,verified,52851,82264,Fully Eligible
female,single,2,private,postgraduate,1335133,12105,395379,12,123775,home,888236,6127410,verified,292034,85671,Fully Eligible
male,single,3,government,postgraduate,2078209,50847,51435,9,149326,education,1685505,5395545,unverified,462635,130816,Fully Eligible
male,married,0,private,graduate,2481203,58639,374322,1,140726,car,219765,1129783,verified,483216,180914,Fully Eligible
male,married,0,private,graduate,1337125,13963,317452,5,116051,home,347788,1749444,verified,314957,109653,Fully Eligible
male,single,1,private,postgraduate,1588537,16221,81113,8,265746,business,1817721,4853734,verified,280006,188356,Fully Eligible
female,married,3,private,graduate,784484,13585,390472,4,41818,personal,1109633,3414423,verified,139580,71763,Fully Eligible
female,single,3,government,graduate,2037302,42683,4163,1,238345,business,579674,4203773,verified,463559,97849,Fully Eligible
male,married,3,private,graduate,2316213,34055,43750,4,289328,education,784334,5729660,verified,212416,317249,Fully Eligible
female,married,0,private,graduate,1304309,13833,126942,5,113038,car,160631,1104063,unverified,178812,114134,Fully Eligible
female,married,2,private,graduate,822664,13855,15172,5,68208,car,166295,774818,verified,156987,113258,Fully Eligible
female,married,0,private,graduate,1419652,19817,37254,12,78106,car,1270782,6944451,verified,147262,147019,Fully Eligible
female,married,1,self-employed,postgraduate,382365,5428,390235,14,256597,business,1428745,9459375,verified,36601,37586,Fully Eligible
male,single,0,government,graduate,1433330,27352,59495,1,147848,education,189111,1112109,verified,329170,100483,Fully Eligible
male,married,0,government,postgraduate,1111118,25659,392781,2,91205,business,1461684,10196215,verified,276892,162834,Fully Eligible
female,single,0,private,graduate,2267885,40012,341975,6,88044,personal,227491,927868,verified,288660,335632,Fully Eligible
male,single,1,private,graduate,1652260,32703,79273,10,74211,car,413112,2321999,verified,160799,121509,Fully Eligible
male,single,3,private,postgraduate,1922397,37164,272997,14,94034,education,1965735,10487577,verified,251626,239812,Fully Eligible
male,single,2,self-employed,postgraduate,1192880,20898,58116,5,26799,business,1194307,8865310,verified,132135,74426,Fully Eligible
female,married,2,private,postgraduate,1060494,14330,436142,9,254182,business,708033,4878620,verified,227318,109926,Fully Eligible
female,single,1,private,postgraduate,581587,8508,223535,13,229462,business,1970961,6555327,verified,133876,64267,Fully Eligible
female,married,3,government,postgraduate,2375152,32290,346490,7,250244,business,1476817,4126912,verified,304457,351828,Fully Eligible
male,married,3,private,graduate,2310216,54578,278241,13,99947,business,952205,4505847,unverified,392540,149210,Fully Eligible
female,single,1,private,postgraduate,2179669,48193,327003,5,86752,personal,695802,3637360,verified,143319,250034,Fully Eligible
female,married,0,private,postgraduate,332004,5972,52398,13,264373,car,1147323,7399465,unverified,47289,19740,Fully Eligible
male,single,3,private,non-graduate,1828699,43042,349575,12,297381,business,635613,2096655,verified,93935,62787,Fully Eligible
female,single,2,private,postgraduate,2349533,54290,380308,12,39364,personal,1665532,11824673,verified,432828,150845,Fully Eligible
female,married,1,private,postgraduate,1805643,42965,430167,9,279110,education,670494,3592460,verified,153848,224567,Fully Eligible
male,single,2,private,graduate,2145506,25809,158325,14,166223,education,1524092,10232354,verified,484044,305583,Fully Eligible
male,single,0,private,non-graduate,2408574,48874,104215,1,24548,personal,1924457,12859961,verified,423922,79809,Fully Eligible
male,married,1,self-employed,non-graduate,488169,9024,210572,3,26068,personal,648139,4705049,verified,115025,21209,Fully Eligible
female,married,2,private,postgraduate,601276,12364,340592,2,253076,personal,167743,971848,verified,142883,44722,Fully Eligible
female,single,2,self-employed,postgraduate,2135808,27173,194446,12,127982,education,427175,2742089,verified,179050,180052,Fully Eligible
female,married,0,private,graduate,2099625,41810,390392,7,112526,business,695381,4591347,verified,320472,296837,Fully Eligible
male,married,1,private,postgraduate,1117930,16952,103512,9,276031,car,570416,2761147,verified,99598,36333,Fully Eligible
male,married,3,government,postgraduate,1485051,33019,172018,14,203505,business,842283,3926217,verified,208839,195848,Fully Eligible
female,single,3,private,postgraduate,1798355,38825,76652,13,1094,home,1934620,13993255,verified,251803,164972,Fully Eligible
female,married,2,private,graduate,474657,5627,429876,12,70023,personal,381177,1080582,verified,93578,26471,Fully Eligible
male,married,0,government,postgraduate,347902,3965,314075,2,146341,business,1737619,12623317,verified,85314,18624,Fully Eligible
male,married,2,private,graduate,1424343,28907,111590,12,283699,car,137481,741354,verified,250390,51273,Fully Eligible
male,married,0,private,postgraduate,1409819,24682,465351,6,149761,business,1416298,5627528,unverified,300582,83939,Fully Eligible
male,single,3,private,graduate,2430474,42825,256414,2,153060,home,295789,1563544,verified,317741,357157,Fully Eligible
female,single,2,self-employed,postgraduate,256263,5349,8646,3,90517,home,304870,1734392,verified,16545,32226,Fully Eligible
male,single,2,government,graduate,2299833,51936,314930,1,231030,business,1401401,4279783,unverified,351723,334596,Fully Eligible
female,single,0,private,graduate,2380473,29318,416254,6,86901,car,1831428,10713162,verified,549381,115757,Fully Eligible
female,married,1,private,postgraduate,1025961,18049,281774,2,240643,business,1864768,13077421,verified,100597,98388,Fully Eligible
female,single,0,private,graduate,511045,11319,209830,3,92166,personal,1383567,10178174,unverified,52418,72493,Fully Eligible
male,married,1,private,postgraduate,1902327,43525,266448,6,225280,car,515775,2836217,unverified,134983,207767,Fully Eligible
male,married,3,private,non-graduate,555274,7287,450164,6,268913,education,150387,621883,verified,138465,17992,Fully Eligible
male,single,2,private,non-graduate,1712147,17240,360369,4,34870,car,1246377,6627438,verified,227624,65679,Fully Eligible
male,single,2,private,graduate,2499744,30531,234808,1,293492,business,1628654,4094823,verified,274408,201535,Fully Eligible
female,married,0,private,postgraduate,709189,17085,494370,7,3852,business,1640558,11641720,verified,166910,53984,Fully Eligible
male,married,0,government,graduate,860487,13803,22007,2,189211,education,1849701,11880990,verified,182636,117682,Fully Eligible
male,single,3,private,non-graduate,1353469,20721,116821,6,125826,home,1417110,4722090,verified,305062,167330,Fully Eligible
female,single,3,private,postgraduate,1047885,8960,387892,7,190735,business,349560,1938951,unverified,251579,48054,Fully Eligible
male,married,1,private,graduate,520533,4780,371977,14,222062,home,1292064,3363249,verified,115223,21206,Fully Eligible
female,married,3,government,graduate,1654304,32222,316635,2,126561,home,433509,1552052,unverified,408829,221727,Fully Eligible
female,single,3,self-employed,graduate,1050154,19074,407846,6,31912,personal,1499116,5022128,verified,186790,88182,Fully Eligible
